Section	Control	Moderate Level 4	Moderate Level 5	Moderate Level 6	High Level 4	High Level 5	High Level 6	Requirement	Related	Parameters
5.15								Ports, Protocols, Services, Management and Cloud Based Systems/Applications Mission owners using CSOs of any service type (I/P/SaaS) must comply with DoDI 8551.01: Ports, Protocols, and Services Management (PPSM)93 when implementing and operating their systems/applications in an IaaS/PaaS CSO or when using a SaaS offering. DoDI 8551.01 is the DoD policy that provides policy guidance for DoD mission owner compliance with CM-7, CM-7 (1), and SA-9 (2). While CSPs must comply with these C/CE for their internal networks and service offerings, DoDI 8551.01 does not apply to CSPs as the policy applies to Protocols and Services (PS) traversing the DISN. The DISA PPSM office94 95, along with the PPSM Change Control Board (CCB) and Technical Advisory Group (TAG) publish a Category Assignment List (CAL) which lists the PS permitted to cross certain DISN boundaries and vulnerability assessments (VAs) for each PS listed. Compliance with VAs is the key to the secure usage of the PS listed in the CAL. In other words, PS used on the DISN must comply with the associated VA. Mission owners must use the mitigations presented in the PPS VAs when building their systems. Additionally, all mission owners must register their cloud CSO based systems/applications in the DoD PPSM Registry (only available on SIPRNet) to include systems/applications in an I/PaaS CSO or when using a SaaS offering. Registration includes all PS along with their related UDP/TCP IP Ports used by the application that will traverse the DISN. This includes all user and management plane traffic for levels 4, 5, and 6 as well as management plane traffic for Level 2 if managed/monitored from within a DoD network. While the use of non-standard ports for application and/or system to system connectivity, which may be an effective means of mitigating application-specific vulnerabilities, any such usage must be reflected on a DoD PPSM vulnerability assessment (VA) and on the CAL. Such use cases that cross DISN boundaries must be submitted by the Mission Owner to the PPSM CCB/TAG for assessment and approval. The remainder of this section of the CC SRG provides guidance to mission owners when registering their applications in the PPSM database. Level 2 Off-premises CSO: A Level 2 mission owner virtual network, virtual machines, and applications in IaaS/PaaS CSOs constitute a DoD enclave within and accessed via an external network. Similarly, a SaaS CSO is an enclave within and accessed via an external network. This external network is the internet. For level 2, the mission owner should leverage PPSM guidance for PPSM boundaries 1-5. This is only applicable to mission owner’s management traffic for their virtual networks and systems/applications in IaaS/PaaS and CSO management traffic for I/P/SaaS. When registering the application in the PPSM database the mission owner should register on boundaries 1-5. Since non-privileged user traffic will be via the internet, registration is not required even if a portion of this traffic is to/from non-privileged users within the DODIN. Such traffic will traverse the DISN IAPs as any other web-based traffic. Note: This guidance may change with regard to user plane traffic pending a decision of the PPSM CCB. Since firewalls and sensors are required at the boundary of a mission owner’s virtual enclave and since the sensors will be monitored by the MCD protecting the mission owner’s system/application, the same or similar guidance as is provided for Level 4/5/6 below may be applicable. Level 2/4/5/6 On-premises CSO: On-premises CSOs at any level will be treated as normal DoD enclaves. PPSM Registrations will use boundary designations 7-11 if directly connected or 10-12 and 15 if connected via an IPsec tunnel. Levels 4/5/6 Off-premises CSO: IAW the CC SRG, Levels 4/5/6 Off-premises CSOs will be treated as normal DoD enclaves since they are architected as extensions of the DODIN/DISN even though the CSO is in an external network (the CSP’s network) and are connected via a BCAP. As such, PPSM Registrations will use boundary designations 7-11 if directly connected or 10-12 and 15 if connected via an IPsec tunnel. Note: PS designated as local services may be used within the mission owner’s system/application virtual enclave in IaaS/PaaS CSOs as with any other enclave providing they do not traverse the virtual enclave’s boundary. 		
5.16								Mobile Code Mobile code is defined as software programs or parts of programs obtained from remote information systems, transmitted across a network, and executed on a local information system without explicit installation or execution by the recipient. Some examples of software technologies that provide the mechanisms for the production and use of mobile code include Java, JavaScript, ActiveX, VBScript, etc. Mobile Code presents a great number of attack vectors to both CSPs and DoD mission owners. CSP organizational IT systems as well as the infrastructure that supports CSOs are vulnerable to malicious mobile code, and if compromised, the security of DoD mission owner’s systems/applications/information/data can be negatively affected. Additionally, compromised CSOs and DoD mission owner’s systems/applications can negatively affect a customer’s endpoint and network if malicious mobile code is served by (downloaded from) these systems. While DoD mobile code policies are under revision, CNSS and DoD has identified mobile code in categories as follows: Category 1: Mobile code technologies that exhibit a broad functionality, allowing unmediated access to the workstation, server, and remote system services and resources. Category 1 mobile code technologies have and pose known security vulnerabilities with few or no countermeasures once executing. Category 2: Mobile code technologies that have full functionality, allowing mediated access to the workstation, server, and remote system services and resources. Category 2 mobile code technologies have and pose known security vulnerabilities, however, known fine grained, periodic, or continuous countermeasures/safeguards exist. Category 3: Mobile code technologies that have limited functionality, with no capability for unmediated access to the workstation, server, and remote system services and resources. Category 3 mobile code technologies may have a history of having and posing known security vulnerabilities, but also support known fine grained, periodic, or continuous countermeasures/safeguards. Emerging Mobile Code Technologies: All mobile code technologies, systems, platforms, or languages whose capabilities and threat level have not yet undergone a risk assessment and been categorized as described above. While most of the compliance with DoD Mobile Code policy is the responsibility of the mission owner, SC-18 (2) states “The organization ensures that the acquisition, development, and use of mobile code to be deployed in information systems meets organization-defined mobile code requirements”. The following applies to DoD IS: (a) Emerging mobile code technologies that have not undergone a risk assessment and been assigned to a Risk Category by the CIO are not used. (b) Category 1 mobile code is signed with a code signing certificate; use of unsigned Category 1 mobile code is prohibited; use of Category 1 mobile code technologies that cannot block or disable unsigned mobile code (e.g., Windows Scripting Host) is prohibited. (c) Category 2 mobile code which executes in a constrained environment without access to system resources (e.g., Windows registry, file system, system parameters, and network connections to other than the originating host) may be used. (d) Category 2 mobile code that does not execute in a constrained environment may be used when obtained from a trusted source over an assured channel (e.g., SIPRNet, SSL connection, S/MIME, code is signed with an approved code signing certificate). (e) Category 3 (mobile code having limited functionality, with no capability for unmediated access to the services and resources of a computing platform) mobile code may be used. DoD expects the CSP to enact similar Mobile Code Policies for SC-18 (2) for their organizational IT systems and the infrastructure supporting their CSO(s) for the protection of the CSO(s), mission owners’ systems/applications/information/data in the CSO. Furthermore, DoD expects that the CSP’s CSO will not enable or permit the download of unapproved/risky mobile code, for the protection of the CSO’s end users as well as Mission Owner’s and their end user’s systems and networks. SC-18 (2) is under consideration for addition to the FedRAMP+ baseline for all impact levels. Similarly, SC-18 (3) and SC-18 (4) have been assigned values in Table D-2. These are currently in the set of SLA controls to be considered by mission owners for inclusion in the SLA/Contract. These too, are under consideration for addition to the FedRAMP+ baseline for all impact levels. Mission owners systems/applications must not download and execute mobile code except as permitted above, and must not enable or permit the download of unapproved/risky mobile code, for the protection of the system’s/application’s end users as well as their end user’s systems and networks. 		
5.17								Registration and Connection Approval for Cloud Based Systems/Applications This section provides information on the various registrations required for cloud based systems/applications in addition to PPSM registration discussed in Section 5.15, Ports, Protocols, Services, Management and Cloud Based Systems/Applications. 		
5.17.1								DISA Systems/Network Approval Process (SNAP) All mission owners are required to register all cloud based systems/applications; their CSP/CSO, MCD, and connection method in the DISA Systems/Network Approval Process (SNAP)96 database cloud module. This registration will enable these systems/applications to be connected to the DISN and is crucial for the situational awareness of the cybersecurity defense community tasked with protecting the DODIN, DoD information, and the mission owners cloud based systems/applications. 		
5.17.2								DoD DMZ Whitelist The DoD DMZ Whitelist implementation supports USCYBERCOM’s TASKORD 12-0371 and subsequent FRAGOs which support the operation of the DoD DMZ program. If all or a portion of the mission owners cloud-based level 4/5 systems/applications connected through the BCAP are to be internet accessible, traffic is required to traverse the DISN IAPs. The system’s/application’s URLs/IP addresses must be registered with the DoD DMZ whitelist. traffic that will typically traverse the IAP is management traffic for level 2 off-premises systems/applications and for user plane traffic to/from level 4/5 systems/applications that are internet facing. Such traffic and IP addresses may be blocked if not registered in the whitelist. Mission owners using IL4/5 I/PaaS CSOs connected to NIPRNet via the BCAP that need all or a portion of their application to be accessible from the internet are responsible for obtaining separate IP ranges for the internet-facing portion from those used for NIPRNet access and for registering the internet-facing addresses in the DMZ whitelist. Mission owners using IL4/5 P/SaaS CSOs (where they do not have control over the environment) connected to NIPRNet via the BCAP that need all or a portion of their application to be accessible from the internet are responsible for assisting the CSP in obtaining separate IP ranges for the internet-facing portion from those used for NIPRNet access and for registering the internet-facing addresses in the DMZ whitelist. The DMZ whitelist can be found on SIPRNet at https://niprdmzwhitelist.csd.disa.smil.mil/home.aspx. There is a whitelist users guide available via the “Help” link. Mission owners may need to contact their DoD component’s point of contact to have their entry added to the whitelist.		
5.17.3								Select and Native Programming Data Input System- Information Technology (SNaP-IT) In compliance with the DoD memo, "Updated Guidance on the Acquisition and Use of Commercial Cloud Computing Services," 15 Dec 2014, DoD Components will report all appropriate information within the Select and Native Programming Data Input SystemInformation Technology (SNaP-IT)97 as directed in DoD CIO annual IT budget guidance for each used cloud computing service. SNaP-IT is the authoritative DoD database used for publishing the DoD IT Budget estimates to Congress and the OMB Circular A-11 Section 53 and Section 300 exhibits to OMB for Information Technology. To comply, components MUST respond to the SNaP-IT Profile questions for the Exhibit 53 into two submissions; the Exhibit 53A, 'Agency IT Investment Portfolio Summary', and the Exhibit 53C, the 'Agency Cloud Computing Spending Summary'. Components must identify whether a cloud computing option was evaluated for each investment, and provide detail as instructed. Components fulfill their requirement for all Exhibits 53s by completing their SNaP-IT Profile, Resource, and Budget Support Data for each component investment.		
5.18								Supply Chain Risk Management Assessment The DoD selected FedRAMP+ control SA-12 addresses supply chain risk management (SCRM) while SA-19 deals with component authenticity. The acquisition of system components and software that are counterfeit, unreliable, or contain malicious logic or code is of great concern to DoD for all products supporting the processing, storage, and transmission of CUI and classified information. This concern extends to cloud computing. As part of the CSO’s DoD PA assessment package (if not already provided for the FedRAMP PATO or Agency ATO), the CSP will provide a SCRM plan outlining their supply chain assessment/management and component authenticity process and measures taken such that they are not acquiring system components and software that are counterfeit, unreliable, or contain malicious logic or code and incorporating them into the CSO infrastructure or its management plane. The CSP’s SCRM plan for how the CSP implements SA-12 and SA-19 will be assessed and approved during the DoD PA assessment process for all impact level 4, 5, and 6 CSOs.		
5.19								Electronic Mail Protections CSPs that operate/offer email servers/services must provide for appropriate email protections within the CSO. Mission owners must use these services or provide for alternate capabilities when contracting for email services. Such protections will include, but may not be limited to, email hygiene or scanning for and elimination of malicious content and spam filtering as a minimum. 		
5.19.1								Electronic Mail Protections IAW TASKORD 12-0920 This section addresses compliance with US CYBERCOM Task Order (TASKORD) 12-0920 regarding SMTP traffic between email systems whether they be a CSO or are agency provided. US CYBERCOM Task Order (TASKORD) 12-0920 requires the use of the Enterprise E-Mail Security Gateway (EEMSG) for all email inbound from, or outbound to, the internet. It further requires email outbound from one DoD Component’s email servers to another component’s email servers to pass through the EEMSG. The EEMSG only deals with server to server email traffic, it does not deal with client to server traffic. All DoD components are required to use the EEMSG unless a waiver is in place. In the event a waiver is in place, the DoD component must use their own email security gateway. Therefore, IAW the full TASKORD: • All email transfers inbound through the IAP from an external email server destined to a L4/5 email server in a mission owner’s enclave within a CSO via a BCAP must pass through the EEMSG inbound protections. • All email transfers sent from a L4/5 email server in a mission owner’s enclave within a CSO via a BCAP and through the IAP to an external email server must pass through the EEMSG outbound protections • All email transfers sent from a L4/5 email server in a mission owner’s enclave within a CSO via a BCAP to email servers in a DoD Component’s data center enclave must pass through the EEMSG outbound protections. • All email transfers sent from email servers in DoD component's data center enclave to a L4/5 email server in a mission owner’s enclave within a CSO via a BCAP must pass through the EEMSG outbound protections. This requirement and interpretation of the TASKORD is based on the fact that the mission owner’s environment in any CSO is considered a DoD enclave that may include an email server either as the primary service SaaS offering or as an adjunct service to a PaaS/SaaS, or may be instantiated by the mission owner in IaaS. In the event two mission owners use the same email SaaS and email servers, there is no need for EEMSG protections for email between the different mission owners’ users. However, in the event the CSO implements different servers/enclaves for different mission owners, the CSO must include an email hygiene/protective service through which email transfers between these servers/enclaves will route. In this case the server-to-server email traffic will remain within the CSP’s infrastructure and not traverse the CAP or EEMSG. Similarly, mission owners that implement email servers in IaaS or leverage a PaaS feature within their CSO based enclaves will follow the same rules as above for SaaS and must provide for email hygiene/protective service within the CSO for enclave to mission owner enclave to mission owner enclave traffic or route such traffic through the BCAP and EEMSG. All BCAPs must support mission owner’s and implement the appropriate routing of server-toserver email traffic to/from the EEMSG capability at the CAP end of the connection for all CSOs that contain an email server. This includes routing to/from such servers and the IAP for email servers that are external and internet connected. This is a CSO connection approval requirement. However, it is ultimately a mission owner responsibility for TASKORD compliance when they use a CSO or implement a system/application in IaaS/PaaS. Note: As of this release of the CC SRG, EEMSG does not currently inspect intra-enclave email. Therefore, the above requirements do not apply to email traffic that remains within the DISN and Mission Owner enclaves in a CSO, until EEMSG does inspect intra-enclave email. That said, the requirement for EEMSG to inspect all email traffic to/from the internet-based email servers still applies. 		
6								CYBERSPACE DEFENSE AND INCIDENT RESPONSE NOTICE: This release of the CC SRG has been coordinated with the new cyberspace defense lexicon defined in DoD Joint Publication 3-12 (R), "Cyberspace Operations" and DoDI 8530.01, “Cybersecurity Activities Support to DoD Information Network Operations”. Additionally, due to publication of the DoDI 8530.01 and the replacement of the DRAFT Cloud CND CONOPS (rescinded) with DRAFT DoDM 8530.01, “Cyberspace Activity Support to DODIN Operations and Defensive Cyber Operations – Internal Defensive Measures (DCO-IDM)” all releasable content from DoDM 8530.01 applicable to CSPs will be included in a subsequent release. Mission owners and others will refer to the DoDM 8530.01 when published. Cyberspace defense addresses the defense and protection of networks and information systems (ISs), detection of threats, and response to incidents. Cyber situational awareness improves the quality and timeliness of collaborative decision-making regarding the employment, protection, and defense of DoD systems and data. This section addresses critical cyberspace defense actions; roles and responsibilities; incident reporting and response; and other cybersecurity processes.		
6.1								Overview of Cyberspace Defense DoD operates a cybersecurity structure as defined in DoDI 8530.01, "Cybersecurity Activities Support to DoD Information Network Operations”. The structure consists of United States Cyber Command (USCYBERCOM) and Joint Forces Headquarters (JFHQ-DODIN) at the top organizational level and a network of Cybersecurity Service Providers (CSSPs) that have been accredited by USCYBERCOM IAW DoD policy. DoD integrates and employs a number of cybersecurity activities to support DODIN operations and DCO internal defensive measures in response to vulnerabilities and threats, including (1) vulnerability assessment and analysis (VAA); (2) vulnerability management (VM); (3) malware protection (MP); (4) continuous monitoring (CM); (5) cyber incident handling (IR); (6) DODIN user activity monitoring (UAM) for the DoD Insider Threat Program; and (7) warning intelligence and attack sensing and warning (AS&W). Contracts, MOAs, support agreements, international agreements, or other applicable agreements must identify specific operations responsibilities, cybersecurity requirements, protection requirements for DoD data, and points of contact for mandatory reporting of security incidents. Given the requirement for cybersecurity compliance, cloud service provider, cybersecurity service provider and the mission owner security responsibilities should be clearly documented in contract or service level agreement. Note: An example of maintaining the security posture of a mission owner’s system is the application of patches/upgrades and IAVM compliance. This is a mission owner requirement as identified by policy. However, in a SaaS environment the operating system is managed by the CSP, as such the CSP would be required to apply operating system patches.		
6.2								Concept Changes for Information Impact Levels for Cloud Computing With the move to commercial cloud computing, the DoD will need to deploy modified network defense capabilities and processes specific to the cloud environment. As described in Section 3.2, information Impact Levels. DoD has defined information impact levels commensurate to the risk and type of data, with each higher level warranting greater protections. With Impact Level 2 data, the overall value of the data is not mission critical or sensitive in nature, thus it may not warrant the same level of protections as higher impact level data, while still needing protection. Recognizing that the data at impact level 2 has minimal requirements for confidentiality, emphasis must be placed on integrity and availability that achieve a level of security and risk acceptable to the responsible AO. User connectivity to the information system flows through the CSP’s internet connection. If the boundary defense is not implemented by the CSP, then the mission owner will be responsible and accountable and must coordinate with their DoD CSSP, who will coordinate with JFHQ-DODIN, for appropriate boundary defense. Protection capabilities supporting the mission system at the system/host/application level will be provided by a combination of the CSSP, mission system administrators, and the CSP (especially for SaaS). Refer to Section 5.10.6, Mission Owner System/Application Requirements using IaaS/PaaS for related boundary requirements. CSPs are expected to protect their SaaS CSOs (and PaaS CSOs where the Mission Owner does not have control) by applying the appropriate boundary protections and cyber defense services. Refer to Section 5.10.3, CSP Service Architecture and subsections for additional information and CSP requirements for all service models I/P/SaaS. Impact level 4 and above data presents greater risk and thus necessitates the need for enterprise defense mechanisms and data collection that enable robust monitoring, event correlation, and analytics. With impact level 4 and above data, the DISN boundary is essentially extended through a connection between an authorized DoD CAP and the CSP’s network infrastructure supporting the DoD mission. Therefore, an event may be detected through a few different entities: the CSP through monitoring of their CSO; the mission administrators or owners; or the CSSPs that are supporting the monitoring of the mission and the boundary connection. All entities must work together to quickly investigate and respond to incidents. The protection of a DoD BCAP is supported by organizations performing boundary cyberspace actions.		
6.2.1								Boundary Cyberspace Defense Actions Boundary cyberspace defense (BCD) Actions monitor and defend the connections to/from CSPs into the DISN via an authorized BCAP. BCD Actions guard against the risk that each CSP interconnection poses to the DODIN individually, as well as cross-CSP analysis for all connections flowing through an individual BCAP. While these actions focus on the connections through a particular BCAP, cross-BCAP analysis is warranted to determine if a threat extends beyond a single CSP or BCAP.		
6.2.2								Mission Cyberspace Defense Actions Mission cyberspace defense (MCD) Actions performed by the DoD CSSPs provide services to mission owners’ cloud-based mission systems/applications and virtual networks. Organizations performing MCD Actions may provide services to cloud-based mission systems/applications and virtual networks instantiated in multiple CSPs and multiple CSOs98. While some of these services are mandated to be delivered by the CSSP, other MCD actions may be delivered by a third-party cybersecurity provider, to include the CSP. Wherever the latter is true, the coordination between the third-party cybersecurity provider and the CSSP needs to be explicitly documented in the mission owner SLA. MCD Actions will typically be executed by the CSSP used by the mission owner’s component for their non-cloud-based ISs; however, mission owners can choose to use and fund any certified CSSP for execution of MCD Actions; C2 relationships between organic CSSPs and otherwise employed forces will need to be coordinated by the mission owner.		
6.3								Cyberspace Defense Actions The following is a list of cyberspace defense actions and their responsibilities as it relates to cloud operations. • DODIN Cyberspace Defense (DCD) Actions: The primary objective of the organization that performs DCD Actions is to oversee a coordinated response to DODIN-wide attacks. DCD builds a broad picture of the operating environment across mission owners, MCDs, BCDs, CSOs, and CSPs. The DCD identifies patterns of incidents or events, consolidates related incident tickets, directs mitigations, and assigns DODIN Cyber Protection Teams (CPTs) to focus efforts on a specific threat or adversary. Specific cyberspace defense actionsinclude: o Protect the DODIN and DoD mission systems in commercial cloud infrastructure through cross-BCAP correlation and analysis of events/data o Direct or recommend cybersecurity actions regarding DODIN-wide incident and system health reporting involving a BCAP or CSP o Establish and maintain external communications with the CSP for DODINwide incidents and ensure internal DoD communications are established between all entities, which includes the MCD and BCD o Interface with US-CERT to obtain relevant CSP information; ensure cross-sharing of information across all organizations performing BCD/MCD Actions • Boundary Cyberspace Defense (BCD) Actions: The primary objective of organizations that perform BCD Actions is to protect the Defense Information Systems Network (DISN) from events or incidents that use public, private, hybrid, or community clouds. BCD Actions support CSSPs performing MCD Actions in their objectives of defending DoD systems, applications, and data hosted in the cloud. specific cyberspace defense actionsinclude: o Protect the DISN via the BCAP o Provide timely access to BCD-collected indications and warnings relevant to organizations performing MCD Actions o Support DCD Actions to identify correlations between related events or incidents that impact multiple Mission Owners, CSOs, or CSP • Mission Cyberspace Defense (MCD) Actions: The primary objective of organizations that perform MCD Actions is to defend mission owners’ systems, applications, and data hosted in the Cloud. MCD Actions are performed by cybersecurity service providers (CSSPs) on behalf of their organic organizations and subscribers. Specific cyberspace defense actionsinclude: o Analyze cyber incidents and events for mission owners o Monitor, protect, and defend mission owners’ cloud-based systems, applications, and virtual networks in the CSP’s CSOs infrastructure o Monitor, protect, and defend mission owners’ cloud-based data in the CSO o Defend all connections to the CSO, whether via BCAP, Virtual Private Network (VPN), IAP, direct internet access to public servers, or other o Monitor privileged actions (e.g., cloud management or mission owner application administration) and monitor for events or incidents against the mission owner applications (e.g., Structured Query Language (SQL) injection) o Support DCD efforts to identify correlations between related events or incidents that impact multiple mission owners, CSOs, or CSPs o Ensure internal DoD communications are established between all entities which include the mission owner and other organizations performing MCD and BCD Actions o Provide visibility and awareness of cyber incidents or events impacting mission owner systems, applications, virtual networks, and data to JFHQ-DODIN		
6.4								Cyberspace Defense Roles and Responsibilities The following is a list of the cyberspace defense roles and responsibilities as they relate to cloud operations. • JFHQ-DODIN: JFHQ-DODIN will perform DCD actions and has direct tasking authority over DoD Components. JFHQ-DODIN, as part of USCYBERCOM, has legal authority to collaborate with entities external to DoD, such as the United States Computer Emergency Readiness Team (US-CERT) • DoD Components: Service cyber components, defense agencies, and DISA may perform MCD Actions in support of their mission owners; and BCD actions when they have the responsibility of operating, monitoring, and maintaining aBCAP • Mission Administrators: Administrators of mission owner’s cloud-based systems, applications, and virtual networks; responsible for: o Following the directives and orders from the mission owner o Maintaining and patching the cloud-based mission systems, applications, and virtual networks o Installing and maintaining protective measures for the cloud-based mission systems, applications, and virtual networks Note: As stated in Section 6.1, Overview of Cyberspace Defense, some DoD Components might transfer some or all of these responsibilities to organizations performing MCD actions • Cloud Service Provider (CSP): CSPs provide their own cyberspace defense services for the underlying infrastructure made available for their customer’s (DoD mission owner's) applications, systems, and virtual networks (SaaS, PaaS, IaaS). In effect, the CSP will function as an extension of the mission owner, who has transferred responsibility for maintaining that infrastructure to the CSP through an SLA for those services. At a minimum, CSPs responsibility is defined in the DoD CIO memorandum, “Department of Defense Cybersecurity Activities Performed for Cloud Service Offerings”, Attachment 199. • Mission Owners: Individuals/organizations responsible for the overall mission environment, ensuring that the functional and cyberspace defense requirements of the system are being met. Mission owners, as the CSO subscribers to the CSPs, have a contractual relationship to the CSPs. Mission owners can optionally expand cyberspace defense relevant reporting to their organizations performing MCD and BCD actions by including such language in their service level agreements (SLAs). At a minimum, mission owners responsibility is defined in the DoD CIO memorandum, “Department of Defense Cybersecurity Activities Performed for Cloud Service Offerings”, Attachment 1100.		
6.5								Cyber Incident Reporting and Response Two key definitions related to this section as reflected in the CNSSI 4009, IA Glossary, are as follows: • Cyber incident: Actions taken through the use of computer networks that result in an actual or potentially adverse effect on an information system and/or the information residing therein. Refer to incident. • Incident: An assessed occurrence that actually or potentially jeopardizes the confidentiality, integrity, or availability of an information system; or the information the system processes, stores, or transmits; or that constitutes a violation or imminent threat of violation of security policies, security procedures, or acceptable use policies. For the purposes of this SRG, incident and cyber incident interchangeably. FedRAMP, through the selection and implementation of IR-6, requires CSPs to report cyber incidents to the Department of Homeland Security (DHS) United States Computer Emergency Readiness Team101 (US-CERT) and the consuming federal agencies. For CSOs that are multitenant or otherwise shared across federal agencies outside of the DoD (Impact Levels 2 through 5), incidents will be reported to US-CERT as required by FedRAMP, in parallel with reporting to DoD. For CSPs providing dedicated infrastructure to the DoD (Impact Levels 4 and above), incidents regarding that infrastructure and CSOs will not be reported to US-CERT, but directly to the DoD. USCYBERCOM/JFHQ-DODIN will handle coordination with US-CERT and other entities as appropriate. The DoD incident reporting process is described in Section 6.5.3, Incident Reporting Mechanism. All CSPs actively supporting DoD missions will be supported by one or more organizations performing MCD Actions. The CSSP contracted to perform MCD Actions will be the DoD point of contact with whom the CSP’s operational entity will coordinate responses to incidents affecting the security posture of the CSP and the CSP’s cloud service offerings. The organizations performing MCD Actions will coordinate with the organizations performing BCD Actions as appropriate. Corresponding Security Controls: IR-4, IR-5, IR-6	IR-4, IR-5, IR-6	
6.5.1								Incident Response Plans and Addendums CSPs will provide, either as part of their Incident Response Plan or through an Incident Response Plan Addendum, their approach to fulfilling DoD Cyberspace Defense integration requirements. CSPs will make their plan or addendum available to DISA for review and approval as a condition of its PA and inclusion in the DoD Cloud Service Catalog. CSPs will update and deliver the Incident Response Plan Addendum (if used) in conjunction with updates and deliveries of their Incident Response Plan, as required by the FedRAMP selected security control IR-1. A CSP must specifically address cyber incidents and data breaches, where a “breach” or cyber incident includes the loss of control, compromise, unauthorized acquisition, unauthorized access, or any similar term referring to situations where any unauthorized person has access or potential access to government data, whether in electronic or non-electronic form, for any unauthorized purpose. CSPs must ensure that the plan or addendum addresses all incidents regardless of the time, day, or location of the incident and must provide for notice to the Government of any breach of its data. The plan or addendum must incorporate any other policies or procedures that the government may require to be followed in the event of an incident, including, but not limited to: • To whom within the government, the incident will be reported IAW the incident reporting process defined in Section 6.5.3, Incident Reporting Mechanism • Specific steps to be taken in order to mitigate or remedy the incident, including time periods for taking such steps (e.g., reporting of PII data breaches within one hour) • How and under what circumstances any individuals or entities affected by an incident will be notified and by whom • Any other special instructions for handling computer security incidents affecting, or potentially affecting US government data; consistent with guidance and policy directives issued by DoD, NIST, US-CERT and CNSS for incident management, classification, and remediation; or other applicable law, regulation, order, or policy. Corresponding Security Controls: IR-8	IR-8	
6.5.2								Information Requirements, Categories, Timelines, and Formats Defending DoD missions and systems is a shared responsibility that requires all entities (CSPs, organizations performing MCD or BCD actions, mission owners and mission administrators) to work collectively as a team. An event may be detected by any of following entities, depending upon the connection architecture (direct internet or through a CAP): • CSP personnel through monitoring of their CSO (especially for PaaS/SaaS); • Mission administrators or owners (includes the CSP for PaaS/SaaS); • Supporting organizations performing MCD Actions through monitoring; • Supporting organizations performing BCD Actions via BCAP monitoring. All entities must work together to quickly investigate and respond to events and incidents. CSP’s reporting requirements to DoD will align with the reporting lexicon used by US-CERT for the broader Federal Government reporting requirements. Incident notifications should include a description of the incident and as much of the following information as possible: • Contract information to include contract number, USG contracting officer(s) contact information, contract clearance level, etc. • Contact information for the impacted and reporting organizations as well as the MCD. • Details describing any vulnerabilities involved (i.e., common vulnerabilities and exposures (CVE) identifiers) • Date/Time of occurrence, including time zone • Date/Time of detection and identification, including time zone • Related indicators (e.g., hostnames, domain names, network traffic characteristics, registry keys, X.509 certificates, MD5 file signatures) • Threat vectors, if known (see threat vector taxonomy and cause analysis flowchart within the US-CERT Federal Incident Notification Guidelines)  Prioritization factors (i.e., functional impact, information impact, and recoverability as defined flowchart within the US-CERT Federal Incident Notification Guidelines102) • Source and destination internet protocol (IP) address, port, and protocol • Operating System(s) affected • Mitigating factors (e.g., full disk encryption or two-factor authentication) • Mitigation actions taken, if applicable • System Function(s) (e.g., web server, domain controller, or workstation) • Physical system location(s) (e.g., Washington, D.C., Los Angeles, California) • Sources, methods, or tools used to identify the incident (e.g., Intrusion Detection System or audit log analysis) • Any additional information relevant to the incident and not included above. Initial incident reports must be submitted within one hour of discovery with follow-on information provided as available. Initial reports may be incomplete to facilitate communication and teamwork between the CSP and the organizations performing MCD/BCD Actions. CSPs should balance the necessity of timely reporting (incomplete reports with critical information) versus complete reports (those with all blocks completed). Timely reporting is vital, and complete information should follow as details emerge. Note: These requirements are applicable to all systems at all information impact levels. The CSP must follow these requirements when integrating with DoD organizations performing CSSP.		
6.5.3								Incident Reporting Mechanism DoD CSSP’s will report all incidents using the Joint Incident Management System (JIMS) IAW normal DoD processes. The following requirements are consistent with DFARS Clause 252.204-7012(c) as updated for Cloud Computing when finalized. Level 2/4/5 commercial CSPs will report all incidents via the online defense industrial Base (DIB) cyber incident collection format (ICF)103 . Use of the online format is preferred. Access to this format requires a DoD-approved medium assurance external certificate authority (ECA) certificate. If you are unable to access this format, please call (877) 838-2174 or email: DCISE@DC3.mil. The CSP must include the DoD missions affected by the incident when distributing this report. The DoD mission owners and security POCs (CSSPs) and other entities that might have a role, for example contract managers, etc. Once the report is received, the CSSP performing MCD actions will initiate the DoD reporting process via JIMS. In the event of an incident against a classified system, CSPs will use SIPRNet email or secure phone/fax to report and coordinate incidents as specified. Level 6 Commercial CSPs will report all incidents to the organization performing MCD Actions using SIPRNet email or secure phone/fax to report and coordinate incidents as specified. Existing notification mechanisms of a CSP that are already in place to communicate between the CSP and its customers for some or all classes of cyberspace defense information may be used, provided those mechanisms demonstrate a level of assurance equivalent to the listed encrypted mechanisms for the confidentiality and integrity of the information. Corresponding Security Controls: IR-6, IR-8	IR-6, IR-8	
